scenario,seed,episode,nodes,source_nodes,edges,density,average_degree,average_clustering_coefficient,graph_connected,average_shortest_path_length,effective_diameter,ego_component_size,ego_component_fraction,ego_degree,ego_degree_centrality,ego_betweenness_centrality,candidate_sources_within_1_hop,candidate_sources_within_2_hop,candidate_sources_within_3_hop,candidate_sources_within_4_hop,edge_count_OOR,edge_count_CLOR,edge_count_CWOR,edge_count_SOR,edge_count_POR,node_type_count_ego_device,node_type_count_environmental_sensor,node_type_count_infrastructure_sensor,node_type_count_opportunistic_object,node_type_count_personal_device,node_type_count_vehicle_sensor,node_type_count_wearable,capability_count_place,capability_count_activity,capability_count_env_load,capability_count_resource_state,graph_size,scalability_episodes,scalability_seeds
nominal,13,4,801,800,14152,0.044169787765293386,35.335830212234704,0.051905048016108894,True,2.1705520833333334,3.0,801,1.0,5,0.00625,8.445117130070313e-06,5,261,605,800,371,4692,2592,4481,2016,1,16,14,759,2,8,1,417,420,448,426,800,12,"7,11,13"
degraded_ego,13,4,801,800,14162,0.04420099875156055,35.36079900124844,0.05158490932693889,True,2.1703229166666667,3.0,801,1.0,7,0.00875,2.6079602335006144e-05,7,263,607,800,386,4807,2478,4498,1993,1,16,14,759,2,8,1,445,399,429,406,800,12,"7,11,13"
ambiguous_local_context,13,4,801,800,14224,0.04439450686641698,35.515605493133585,0.05168051383853143,True,2.16634375,3.0,801,1.0,5,0.00625,6.648936170212766e-06,5,261,605,800,399,4868,2545,4477,1935,1,16,14,759,2,8,1,430,429,442,409,800,12,"7,11,13"
noisy_untrusted_external,13,4,801,800,14118,0.04406367041198502,35.250936329588015,0.050789864539336135,True,2.1712291666666665,3.0,801,1.0,7,0.00875,2.5221975226386047e-05,7,263,607,800,377,4787,2536,4520,1898,1,16,14,759,2,8,1,443,415,441,434,800,12,"7,11,13"
nominal,13,5,801,800,14186,0.04427590511860175,35.4207240948814,0.05058961617100604,True,2.1822083333333335,3.0,801,1.0,8,0.01,4.44936639952154e-05,8,264,608,800,413,4910,2474,4355,2034,1,16,14,759,2,8,1,427,422,439,427,800,12,"7,11,13"
degraded_ego,13,5,801,800,14281,0.04457240948813983,35.65792759051186,0.05188813232098853,True,2.183479166666667,3.0,801,1.0,6,0.0075,1.7940434044744714e-05,6,262,606,800,396,4818,2595,4531,1941,1,16,14,759,2,8,1,442,418,448,442,800,12,"7,11,13"
ambiguous_local_context,13,5,801,800,14191,0.04429151061173533,35.433208489388264,0.05219950277458223,True,2.1849375,3.0,801,1.0,5,0.00625,9.343276317619246e-06,5,261,605,800,399,4787,2482,4518,2005,1,16,14,759,2,8,1,444,411,446,445,800,12,"7,11,13"
noisy_untrusted_external,13,5,801,800,14227,0.044403870162297125,35.523096129837704,0.05030901251365213,True,2.176135416666667,3.0,801,1.0,7,0.00875,2.7352070272886653e-05,7,263,607,800,414,4773,2586,4487,1967,1,16,14,759,2,8,1,453,422,468,409,800,12,"7,11,13"
nominal,13,6,801,800,14220,0.044382022471910115,35.50561797752809,0.051335926906300705,True,2.1755416666666667,3.0,801,1.0,6,0.0075,1.6335132507562552e-05,6,262,606,800,336,4683,2613,4568,2020,1,16,14,759,2,8,1,465,413,434,409,800,12,"7,11,13"
degraded_ego,13,6,801,800,14270,0.044538077403245946,35.63046192259675,0.051806457088524924,True,2.1758125,3.0,801,1.0,7,0.00875,3.071975750844816e-05,7,263,607,800,423,4804,2537,4469,2037,1,16,14,759,2,8,1,423,409,471,418,800,12,"7,11,13"
ambiguous_local_context,13,6,801,800,14258,0.044500624219725345,35.600499375780274,0.05107132926649863,True,2.1660416666666666,3.0,801,1.0,7,0.00875,4.324576925115871e-05,7,263,607,800,422,4749,2597,4430,2060,1,16,14,759,2,8,1,430,410,473,428,800,12,"7,11,13"
noisy_untrusted_external,13,6,801,800,14244,0.04445692883895131,35.56554307116105,0.051914796374981635,True,2.174072916666667,3.0,801,1.0,6,0.0075,1.3752342615920362e-05,6,262,606,800,402,4715,2630,4466,2031,1,16,14,759,2,8,1,441,397,428,436,800,12,"7,11,13"
nominal,13,7,801,800,14198,0.044313358302122345,35.45068664169788,0.05083439406090974,True,2.1810729166666665,3.0,801,1.0,7,0.00875,3.146759961636189e-05,7,263,607,800,381,4779,2552,4466,2020,1,16,14,759,2,8,1,449,405,425,421,800,12,"7,11,13"
degraded_ego,13,7,801,800,14220,0.044382022471910115,35.50561797752809,0.05135835519804539,True,2.1773229166666668,3.0,801,1.0,7,0.00875,2.6719032400280168e-05,7,263,607,800,391,4825,2543,4472,1989,1,16,14,759,2,8,1,438,428,450,421,800,12,"7,11,13"
ambiguous_local_context,13,7,801,800,14181,0.044260299625468166,35.40823970037453,0.051782018959358016,True,2.185677083333333,3.0,801,1.0,7,0.00875,3.376085982110654e-05,7,263,607,800,366,4796,2514,4529,1976,1,16,14,759,2,8,1,446,435,418,416,800,12,"7,11,13"
noisy_untrusted_external,13,7,801,800,14115,0.04405430711610487,35.243445692883896,0.051605063292570585,True,2.18590625,3.0,801,1.0,8,0.01,3.745836137079717e-05,8,264,608,800,398,4744,2599,4456,1918,1,16,14,759,2,8,1,452,434,450,449,800,12,"7,11,13"
nominal,13,8,801,800,14156,0.04418227215980025,35.3458177278402,0.04989474803020547,True,2.1803854166666667,3.0,801,1.0,6,0.0075,1.5839820720574427e-05,6,262,606,800,376,4835,2505,4488,1952,1,16,14,759,2,8,1,437,439,440,428,800,12,"7,11,13"
degraded_ego,13,8,801,800,14236,0.04443196004993758,35.54556803995006,0.05061143027574787,True,2.175125,3.0,801,1.0,8,0.01,4.85374804691922e-05,8,264,608,800,408,4831,2580,4431,1986,1,16,14,759,2,8,1,424,408,474,404,800,12,"7,11,13"
ambiguous_local_context,13,8,801,800,14001,0.043698501872659175,34.95880149812734,0.05104458512198122,True,2.1925,3.0,801,1.0,8,0.01,3.921719848090389e-05,8,264,608,800,365,4727,2586,4388,1935,1,16,14,759,2,8,1,428,441,441,377,800,12,"7,11,13"
noisy_untrusted_external,13,8,801,800,14259,0.04450374531835206,35.60299625468165,0.051132436361704496,True,2.1782291666666667,3.0,801,1.0,6,0.0075,1.6832093666788692e-05,6,262,606,800,414,4789,2629,4460,1967,1,16,14,759,2,8,1,431,417,425,421,800,12,"7,11,13"
nominal,13,9,801,800,14134,0.04411360799001249,35.29088639200999,0.051694585314531326,True,2.165770833333333,3.0,801,1.0,6,0.0075,1.3386908060125017e-05,6,262,606,800,414,4877,2554,4347,1942,1,16,14,759,2,8,1,428,430,436,423,800,12,"7,11,13"
degraded_ego,13,9,801,800,14216,0.044369538077403244,35.495630461922595,0.050668154217214,True,2.1672083333333334,3.0,801,1.0,8,0.01,4.3412708151527574e-05,8,264,608,800,381,4745,2581,4546,1963,1,16,14,759,2,8,1,454,436,457,432,800,12,"7,11,13"
ambiguous_local_context,13,9,801,800,14232,0.04441947565543071,35.53558052434457,0.05180563866444947,True,2.1650416666666668,3.0,801,1.0,5,0.00625,9.805726703980625e-06,5,261,605,800,387,4755,2552,4471,2067,1,16,14,759,2,8,1,403,414,411,424,800,12,"7,11,13"
noisy_untrusted_external,13,9,801,800,14098,0.044001248439450684,35.20099875156055,0.04989393533418846,True,2.171385416666667,3.0,801,1.0,8,0.01,3.94267096263156e-05,8,264,608,800,393,4819,2495,4464,1927,1,16,14,759,2,8,1,426,420,430,428,800,12,"7,11,13"
nominal,13,10,801,800,14155,0.04417915106117353,35.34332084893882,0.0521413839682694,True,2.17115625,3.0,801,1.0,6,0.0075,1.6447795340541463e-05,6,262,606,800,376,4794,2546,4485,1954,1,16,14,759,2,8,1,453,410,430,445,800,12,"7,11,13"
degraded_ego,13,10,801,800,14176,0.04424469413233458,35.39575530586767,0.05188169605764816,True,2.17234375,3.0,801,1.0,5,0.00625,9.130442589469982e-06,5,261,605,800,389,4727,2571,4471,2018,1,16,14,759,2,8,1,414,431,448,432,800,12,"7,11,13"
ambiguous_local_context,13,10,801,800,14202,0.04432584269662922,35.46067415730337,0.051459278200844095,True,2.1707604166666665,3.0,801,1.0,7,0.00875,2.2359792110581642e-05,7,263,607,800,408,4678,2542,4520,2054,1,16,14,759,2,8,1,419,430,434,434,800,12,"7,11,13"
noisy_untrusted_external,13,10,801,800,14221,0.04438514357053683,35.508114856429465,0.051308040693274,True,2.1691666666666665,3.0,801,1.0,6,0.0075,1.746314082216297e-05,6,262,606,800,373,4792,2509,4565,1982,1,16,14,759,2,8,1,439,394,427,440,800,12,"7,11,13"
nominal,13,11,801,800,14155,0.04417915106117353,35.34332084893882,0.051823765288859194,True,2.171875,3.0,801,1.0,5,0.00625,1.012653145733882e-05,5,261,605,800,406,4669,2534,4585,1961,1,16,14,759,2,8,1,441,417,455,407,800,12,"7,11,13"
degraded_ego,13,11,801,800,14266,0.044525593008739074,35.62047440699126,0.05032315123106573,True,2.16003125,3.0,801,1.0,8,0.01,3.3109092113046416e-05,8,264,608,800,414,4720,2628,4445,2059,1,16,14,759,2,8,1,427,425,432,431,800,12,"7,11,13"
ambiguous_local_context,13,11,801,800,14173,0.04423533083645443,35.38826466916355,0.05138617145872137,True,2.1714479166666667,3.0,801,1.0,6,0.0075,1.6930886235161814e-05,6,262,606,800,434,4916,2486,4384,1953,1,16,14,759,2,8,1,457,451,444,417,800,12,"7,11,13"
noisy_untrusted_external,13,11,801,800,14212,0.04435705368289638,35.48564294631711,0.052080493019004914,True,2.164458333333333,3.0,801,1.0,5,0.00625,6.3300807315358706e-06,5,261,605,800,385,4725,2614,4493,1995,1,16,14,759,2,8,1,419,435,455,419,800,12,"7,11,13"
